1000000	0.0135
1200000	0.016
1400000	0.0185
1600000	0.0215
1800000	0.0235
2000000	0.0255
2200000	0.028
2400000	0.032
2600000	0.0355
2800000	0.037
3000000	0.038
3200000	0.0415
3400000	0.042
3600000	0.046
3800000	0.0495
4000000	0.0525
4200000	0.054
4400000	0.0565
4600000	0.0585
4800000	0.06
5000000	0.0655
